ID,Title,Description,"How to use",Brand,Remainder,Images
d6a08bc9-58bc-11ec-8635-d43b04e6cfa2,"MISSHA DARE ROUGE SHEER SLEEK [CHERRY COMPOTE] , 3.5g",,,MISSHA,1
d6a08bca-58bc-11ec-8635-d43b04e6cfa2,"MISSHA DARE ROUGE SHEER SLEEK [EVENING MILK TEA] , 3.5g",,,MISSHA,1
d6a08bd2-58bc-11ec-8635-d43b04e6cfa2,"Помад MISSHA DARE TINT MATTE TATTOO [NO.4] , 4.4g","Смелый матовый оттенок для губ с натуральной текстурой в наборе аппликатором в виде длинных лапок, который создает потрясающий эффект размытия при растушевке. Имеет яркую, стойкую окраску, но при этом сохраняет эластичность тканей для комфортного ношения в течение всего дня.",,MISSHA,2,http://localhost/upload/products/aIbo5h54UWu3.webp
d6a08bd6-58bc-11ec-8635-d43b04e6cfa2,"MISSHA VITA C PLUS BRIGHTENING TONER , 200ml","Синергия ценных элементов с витамином С для жизненной силы кожи! Тонер с витамином С высокой очистки 99%, ниацинамидом и PHA кислотами деликатно отшелушивает кожу, делая ее гладкой и выравнивая текстуру. Корректирует пигментные пятна и укрепляет кожу, придавая ей бархатистое свечение. Содержит также коллаген, фуллерены, витамин Е и гиалуроновую кислоту, способствующие повышению увлажнения и защиты чувствительной кожи. Улучшает цвет лица, борется с тусклым цветом, неровным тоном кожи и пятнами.","Используйте тонер утром и вечером после этапа очищения и перед использованием увлажняющего крема. 1) С помощью ватного диска: смочите ватный диск и мягкими массажными движениями протрите лицо. 2) С помощью ладоней: распределите тонер на ладони и нанесите на лицо похлопывающими движениями, чтобы ускорить впитывание в кожу, используя тепло вашего тела.",MISSHA,3,http://localhost/upload/products/UJOAu8kpC03J.jpg
d6a08bd7-58bc-11ec-8635-d43b04e6cfa2,"MISSHA VITA C PLUS SPOT CORRECTING AMPOULE SHEET MASK","Тканевая маска для лица с витамином С Vita C Plus Spot Correcting & Firming Ampoule от Missha содержит Water, Glycyrrhiza Uralensis (Licorice) Root Extract, Glycerin, Butylene Glycol, Niacinamide, Laminaria Japonica Extract, Ulmus Davidiana Root Extract, Aloe Barbadensis Leaf Extract, Viola Mandshurica Flower Extract, Dioscorea Japonica Root Extract, Lavandula Angustifolia (Lavender) Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Panthenol, Adenosine, Sodium Hyaluronate, Glutathione, Magnesium Ascorbyl Phosphate, Tocopheryl Acetate, Hydrogenated Lecithin, Ascorbic Acid, Tranexamic Acid, Hydrolyzed collagen, Ceramide NP, Phytosteryl/Octyldodecyl Lauroyl Glutamate, 1,2-Hexanediol, Betaine, Caprylic/Capric Triglyceride, Cetyl Ethylhexanoate, Cetearyl Olivate, Sorbitan Olivate, Carbomer, Arginine, Xanthan Gum, Dipropylene Glycol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Hydroxyethylcellulose, Camellia Sinensis Leaf Extract, Zingiber Officinale (Ginger) Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Schizandra Chinensis Fruit Extract, Coptis Japonica Root Extract, Hydrolyzed Jojoba Esters, Dipotassium Glycyrrhizate, Ethylhexylglycerin, Disodium EDTA, Ammonium Acryloyldimethyltaurate/VP Copolymer, Polyglyceryl-10 Laurate, Polyglyceryl-10 Myristate, Sorbitan Isostearate, Caprylyl Glycol, t-Butyl Alcohol.Подробнее: https://randewoo.ru/product/tkanevaya-maska-dlya-litsa-s-vitaminom-s-vita-c-plus-spot-correcting-firming-ampoule-26ml?utm_source=yandex.uz&utm_medium=organic&utm_campaign=yandex.uz&utm_referrer=yandex.uz","После очищения тонизируйте кожу с помощью очищающих подушечек Vita C Plus. Разверните маску и нанесите маску на все лицо, избегая глаз и губ. Оставьте на 10–20 минут и удалите. Слегка похлопайте оставшуюся эссенцию, чтобы она полностью впиталась.Подробнее: https://randewoo.ru/product/tkanevaya-maska-dlya-litsa-s-vitaminom-s-vita-c-plus-spot-correcting-firming-ampoule-26ml?utm_source=yandex.uz&utm_medium=organic&utm_campaign=yandex.uz&utm_referrer=yandex.uz",MISSHA,16,http://localhost/upload/products/vzhTOeSCN6en.jpg
d6a08bd8-58bc-11ec-8635-d43b04e6cfa2,"MISSHA CHOGONGJIN SULBON DARK SPOT CORRECTING CREAM , 60",,,MISSHA,1
d6a08be9-58bc-11ec-8635-d43b04e6cfa2,"MISSHA MISA GEUM SUL VITALIZING EYE CREAM , 30ml",,,MISSHA,1
d6a08bee-58bc-11ec-8635-d43b04e6cfa2,"MISSHA SPEEDY SOLUTION FACE UP PATCH","Подтягивающий пластырь, который помогает определить форму челюсти и сделать лицо меньше и объемнее, одновременно повышая эластичность кожи, уменьшая морщины и провисание вдоль линии челюсти.","После умывания подготовьте кожу тоником и нанесите пластырь на 15-20 минут, растягивая маску от центра и подгоняя ее к контурам лица, обвивая вокруг ушей. Снимите пластырь и вбейте оставшуюся эссенцию для максимального впитывания.",MISSHA,56,http://localhost/upload/products/LAmf9Cc6vVWi.webp
d6a08bf1-58bc-11ec-8635-d43b04e6cfa2,"MISSHA PURE SOURCE POCKET PACK [ALOE] 1ml","Ночная маска содержит экстракт чайного дерева (200 мг), обладает успокаивающим, бактерицидным действием. Экстракт чайного дерева является мощнейшим антисептиком, и обладает хорошим противовоспалительным и ранозаживляющим действием. Благодаря этим свойствам, его активно используют в уходе за жирной и проблемной кожей лица, которая страдает от появления высыпаний","Вскройте упаковку и нанесите продукт на очищенную кожу.Ночную маску оставьте на лице до утра. Продукт рекомендуется хранить в холодильнике.",MISSHA,13,http://localhost/upload/products/TJ30ZuFrk8Ph.jpg
d6a08bfc-58bc-11ec-8635-d43b04e6cfa2,"Маска для лица INSF JEJU VOLCANIC PORE MASK [ORIGINAL] -  , 100ml","Очищающая маска «Jeju Volcanic Pore Clay mask» на основе вулканической глины и натурального растительного комплекса «Green Complex», интенсивно очищает, сужает поры, выводит токсины и поддерживает естественный липидный баланс кожи.","Нанести на очищенную кожу небольшое количество маски, через 10 минут смыть теплой водой.",INNISFREE,81,http://localhost/upload/products/nYXLSFdqREyF.png
d6a08c01-58bc-11ec-8635-d43b04e6cfa2,"INSF MY REAL SQUEEZE MASK EX_GREEN TEA 20 SHEETS","Эта увлажняющая настоящая маска в виде эссенции, обогащенная витаминами, тщательно выжатыми из инжира, делает тусклую кожу гладкой и чистой.","  ↵После очищения используйте тоник, чтобы улучшить текстуру кожи.Разверните маску и нанесите ее на лицо, избегая области вокруг глаз и губ.Оставьте на 10–20 минут.Снимите маску и аккуратно похлопайте для дальнейшего впитывания.",INNISFREE,97,http://localhost/upload/products/fqxoCEXLith3.webp
d6a08c19-58bc-11ec-8635-d43b04e6cfa2,"ET (Checkered) Syrup Glossy Balm 09RED 2.5G",,,ETUDE,1
d6a08c1a-58bc-11ec-8635-d43b04e6cfa2,"ET (Checkered) Blusher #MellowPink (21)",,,ETUDE,1
d6a08c29-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Drawing Eyes Brow Cara#2 ChocoBrown",,,ETUDE,1
d6a08c2d-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Drawing Eyes Brow Cara #3 NatBrown",,,ETUDE,4
d6a08c30-58bc-11ec-8635-d43b04e6cfa2,"ET Moistfull Collagen Intense Eye Cream",,,ETUDE,1
d6a08c31-58bc-11ec-8635-d43b04e6cfa2,"ET Fixing Tint# 08 Dusty Beige 4g",,,ETUDE,1
d6a08c32-58bc-11ec-8635-d43b04e6cfa2,"ET Air Mousse eyes RD301 Blooming ('21)",,,ETUDE,2
d6a08c36-58bc-11ec-8635-d43b04e6cfa2,"ET 0.2 Therapy Air Mask Snail20ml('20)",,,ETUDE,2
d6a08c37-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Draw. Eyes Brow Cara#4L.Brown(20AD)",,,ETUDE,5
d6a08c3e-58bc-11ec-8635-d43b04e6cfa2,"ET Play Nail #128 YE128",,,ETUDE,3
d6a08c43-58bc-11ec-8635-d43b04e6cfa2,"ET Play Nail #133 BL133",,,ETUDE,1
d6a08c46-58bc-11ec-8635-d43b04e6cfa2,"ET Play Nail #15 BR016('21)",,,ETUDE,1
d6a08c47-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Drawing Eyes Brow Pencil #5 AshBrown",,,ETUDE,2
d6a08c4b-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Curl Fix Mascara 02 Brown (21)",,,ETUDE,1
d6a08c54-58bc-11ec-8635-d43b04e6cfa2,"ET BLING BLING EYE STICK#9 ('21)",,,ETUDE,1
d6a08c69-58bc-11ec-8635-d43b04e6cfa2,"ET Drawing.E Proof Gel Pencil #3 LightBr",,,ETUDE,2
d6a08c6a-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Play Color Eyes #Brown Sugar",,,ETUDE,1
d6a08c6b-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Play Color Eyes# Orange",,,ETUDE,3
d6a08c6c-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Play Color Eyes# Flower Tea",,,ETUDE,2
d6a08c71-58bc-11ec-8635-d43b04e6cfa2,"ET Play Nail #37 BK037('21)",,,ETUDE,3
d6a08c76-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Fixing Tint #02 Vintage Red",,,ETUDE,2
d6a08c79-58bc-11ec-8635-d43b04e6cfa2,"ET (MBS) Fixing Tint #05 Midnight Mauve",,,ETUDE,1
d6a08c7b-58bc-11ec-8635-d43b04e6cfa2,"ET Veil Powder Veil Lips-Talk BE101",,,ETUDE,1
d6a08c7c-58bc-11ec-8635-d43b04e6cfa2,"ET Veil Powder Veil Lips-Talk BE102",,,ETUDE,1
d6a08c7d-58bc-11ec-8635-d43b04e6cfa2,"ET Veil Powder Veil Lips-Talk BE103",,,ETUDE,1
d6a08c7e-58bc-11ec-8635-d43b04e6cfa2,"ET Veil Powder Veil Lips-Talk PP501",,,ETUDE,1
d6a08c7f-58bc-11ec-8635-d43b04e6cfa2,"ET Veil Powder Veil Lips-Talk RD301",,,ETUDE,5
d6a08c81-58bc-11ec-8635-d43b04e6cfa2,"ET Play Nail Smoothing Base Coat('21)8ml",,,ETUDE,1
d6a08c82-58bc-11ec-8635-d43b04e6cfa2,"ET Look At My Eyes BR416",,,ETUDE,1
d6a08c89-58bc-11ec-8635-d43b04e6cfa2,"ET My Beauty Tool Hair Rollers (Medium)",,,ETUDE,1
d6a08c8c-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION GLOW 23N1",,,ETUDE,1
d6a08c97-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE L.Cushion Cover 17N1",,,ETUDE,5
d6a08c9c-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION GLOW 17C1",,,ETUDE,2
d6a08c9d-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION GLOW 17N1",,,ETUDE,1
d6a08c9f-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION GLOW 21C1","Натуральный финиш: Легкая пуховка обеспечивает естественное нанесение, не липнет даже при нанесении нескольких слоев.Блестящая кожа: кушон придает мгновенное сияние вашей коже благодаря своей водянистой текстуре.Содержит SPF. Долговременность : система Double Fix сохраняет консистенцию, оставляя великолепный результат в течение всего дня.Цветовая палитра: Нейтральный тон для яркой и чистой кожи.3 увлажняющих компонента с керамидами, пантенолом и гиалуроновой кислотой помогают сделать кожу гладкой и сияющей.","Обмокните специальную подушечку в содержимое, аккуратными движениями с помощью подушечки нанесите на кожу.",ETUDE,1,http://localhost/upload/products/FGzhzdmXCLbO.jpg
d6a08ca1-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE L.CUSHION GlOW 21N1(R)","Натуральный финиш: Легкая пуховка обеспечивает естественное нанесение, не липнет даже при нанесении нескольких слоев.Блестящая кожа: кушон придает мгновенное сияние вашей коже благодаря своей водянистой текстуре.Содержит SPF. Долговременность : система Double Fix сохраняет консистенцию, оставляя великолепный результат в течение всего дня.Цветовая палитра: Нейтральный тон для яркой и чистой кожи.3 увлажняющих компонента с керамидами, пантенолом и гиалуроновой кислотой помогают сделать кожу гладкой и сияющей.","Вставьте запаску в чехол от кушона, обмокните специальную подушечку в содержимое, аккуратными движениями с помощью подушечки нанесите на кожу.",ETUDE,1,http://localhost/upload/products/wyIk2Mb3PWNK.jpg
d6a08ca2-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION GLOW 21W1","Натуральный финиш: Легкая пуховка обеспечивает естественное нанесение, не липнет даже при нанесении нескольких слоев.Блестящая кожа: кушон придает мгновенное сияние вашей коже благодаря своей водянистой текстуре.Содержит SPF. Долговременность : система Double Fix сохраняет консистенцию, оставляя великолепный результат в течение всего дня.Цветовая палитра: Нейтральный тон для яркой и чистой кожи.3 увлажняющих компонента с керамидами, пантенолом и гиалуроновой кислотой помогают сделать кожу гладкой и сияющей.","обмокните специальную подушечку в содержимое, аккуратными движениями с помощью подушечки нанесите на кожу.",ETUDE,2,http://localhost/upload/products/rfQQth3dlBq6.jpg
d6a08ca3-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION GLOW 23N1 15g*2",,,ETUDE,3
d6a08ca4-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE L.CUSHION GlOW 23N1(R)",,,ETUDE,2
d6a08ca6-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE L.CUSHION MATTE 17C1(R)",,,ETUDE,1
d6a08ca7-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION MATTE 17N1",,,ETUDE,1
d6a08ca8-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE L.CUSHION MATTE 17N1(R)",,,ETUDE,4
d6a08ca9-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION MATTE 21C1",,,ETUDE,1
d6a08caa-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE L.CUSHION MATTE 21C1(R)",,,ETUDE,2
d6a08cab-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE LASTING CUSHION MATTE 21N1",,,ETUDE,1
d6a08cac-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE L.CUSHION MATTE 21N1(R)",,,ETUDE,2
d6a08cae-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE L.CUSHION MATTE 21W1(R)",,,ETUDE,2
d6a08caf-58bc-11ec-8635-d43b04e6cfa2,"ET D.L. CUSHION MATTE 23N1 15g*2",,,ETUDE,2
d6a08cb1-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE.L. FOUNDATION_17N1(20AD)",,,ETUDE,1
d6a08cb2-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE.L. FOUNDATION_21N1(20AD)",,,ETUDE,1
d6a08cb3-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE.L. FOUNDATION_17C1(20AD)",,,ETUDE,1
d6a08cb4-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE.L. FOUNDATION_13C1(20AD)",,,ETUDE,2
d6a08cb6-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE.L. FOUNDATION_23N1(20AD)",,,ETUDE,2
d6a08cb8-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE.L. FOUNDATION_27N1(20AD)",,,ETUDE,1
d6a08cba-58bc-11ec-8635-d43b04e6cfa2,"ET DOUBLE.L. FOUNDATION_13N1(20AD)",,,ETUDE,2
d6a08cc2-58bc-11ec-8635-d43b04e6cfa2,"ET Drawing Eyebrow '21 #5 Gray",,,ETUDE,1
d6a08cc3-58bc-11ec-8635-d43b04e6cfa2,"ET Drawing Eyebrow '21 #6 Ash Brown",,,ETUDE,1
d6a08cc6-58bc-11ec-8635-d43b04e6cfa2,"ET Play Color Eyes Mini#Mintchoco ('21)",,,ETUDE,10
d6a08cc7-58bc-11ec-8635-d43b04e6cfa2,"ET Dear D.Water Gel Tint#18 RD307('21)",,,ETUDE,1
d6a08cc9-58bc-11ec-8635-d43b04e6cfa2,"ET Play Color Eyes SET #Bakehouse ('21)",,,ETUDE,1
d6a08cca-58bc-11ec-8635-d43b04e6cfa2,"ET Play Color Eyes SET #in the Cafe (21)",,,ETUDE,1
d6a08ccb-58bc-11ec-8635-d43b04e6cfa2,"ET Look At My Eyes(1908)Café BR422",,,ETUDE,9
d6a08ccc-58bc-11ec-8635-d43b04e6cfa2,"ET Look At My Eyes(1908)Café BR423",,,ETUDE,7
d6a08cce-58bc-11ec-8635-d43b04e6cfa2,"ET Real Propolis Enriched Serum 48ml",,,ETUDE,4
d6a08ccf-58bc-11ec-8635-d43b04e6cfa2,"ET Real Propolis Ampoule 50ml",,,ETUDE,2
d6a08cd0-58bc-11ec-8635-d43b04e6cfa2,"ET Real Propolis Emulsion 150ml",,,ETUDE,11
d6a08cd1-58bc-11ec-8635-d43b04e6cfa2,"ET Real Propolis Cream 50ml",,,ETUDE,7
d6a08cd2-58bc-11ec-8635-d43b04e6cfa2,"ET Real Propolis Water Treatment 170ml",,,ETUDE,4
d6a08cda-58bc-11ec-8635-d43b04e6cfa2,"ET Dear D.Water Gel Tint#24 RD308('21)",,,ETUDE,1
d6a08cdc-58bc-11ec-8635-d43b04e6cfa2,"ET Dear D.Water Gel Tint#03 OR203(21)5g",,,ETUDE,5
d6a08cdd-58bc-11ec-8635-d43b04e6cfa2,"ET Dear D.Water Gel Tint#04 OR204(21)5g",,,ETUDE,5
d6a08cde-58bc-11ec-8635-d43b04e6cfa2,"ET Dear D.Water Gel Tint#05 RD301(21)5g",,,ETUDE,6
d6a08cdf-58bc-11ec-8635-d43b04e6cfa2,"ET Dear D.Water Gel Tint#07 PK002(21)5g",,,ETUDE,4
d6a08ce1-58bc-11ec-8635-d43b04e6cfa2,"ET Dear D.Water Gel Tint#09 RD303(21)5g",,,ETUDE,8
d6a08ce2-58bc-11ec-8635-d43b04e6cfa2,"ET Dear D.Water Tint#01 Strawberry('21)",,,ETUDE,1
